comments,duration,film_date,languages,main_speaker,num_speaker,published_date,speaker_occupation,title,views,Beautiful,Confusing,Courageous,Funny,Informative,Ingenious,Inspiring,Longwinded,Unconvincing,Fascinating,Jaw-dropping,Persuasive,OK,Obnoxious,Title_Length,Number_Question_marks
67,1183,1395187200,25,Nicholas Negroponte,1,1404831654,Tech visionary,A 30-year history of the future,1877673,0.013279445727482679,0.01789838337182448,0.02424942263279446,0.020785219399538105,0.20034642032332564,0.06408775981524249,0.28579676674364896,0.024826789838337183,0.013279445727482679,0.1922632794457275,0.04041570438799076,0.049653579676674366,0.03868360277136259,0.014434180138568129,6,2
76,902,1371081600,27,Renata Salecl,1,1404917495,Theorist,Our unhealthy obsession with choice,1445859,0.038896746817538894,0.06294200848656294,0.038896746817538894,0.0198019801980198,0.1958981612446959,0.028288543140028287,0.18175388967468176,0.040311173974540315,0.06577086280056578,0.09476661951909476,0.016265912305516262,0.09476661951909476,0.10891089108910892,0.01272984441301273,5,1
335,1205,1395619200,27,Karima Bennoune,1,1405005562,Professor of international law,When people of Muslim heritage challenge fundamentalism,1429067,0.05647309536494406,0.007458710708577517,0.2930207778369739,0.0015982951518380393,0.2040490143846564,0.004794885455514118,0.2551944592434736,0.0069259456579648365,0.02397442727757059,0.029302077783697388,0.009057005860415556,0.08684070324986681,0.014384656366542356,0.0069259456579648365,7,0
171,703,1395360000,26,David Kwong,1,1405092113,Cruciverbalist,Two nerdy obsessions meet -- and it's magic,1641675,0.04393939393939394,0.02828282828282828,0.007575757575757577,0.10151515151515153,0.0696969696969697,0.14191919191919192,0.05808080808080807,0.015656565656565657,0.07878787878787878,0.25202020202020203,0.09646464646464646,0.02525252525252525,0.05151515151515152,0.029292929292929294,8,0
2673,1117,1395100800,33,David Chalmers,1,1405350484,Philosopher,How do you explain consciousness?,2162764,0.03011611030478955,0.03011611030478955,0.030478955007256895,0.005805515239477504,0.1353410740203193,0.051523947750362835,0.09143686502177067,0.0783744557329463,0.06531204644412192,0.3124092888243832,0.016690856313497822,0.042815674891146585,0.10159651669085633,0.007982583454281567,5,0
117,561,1384214400,31,Nikolai Begg,1,1405436498,Mechanical engineer,A tool to fix one of the most dangerous moments in surgery,1332920,0.007352941176470587,0.0009803921568627449,0.016176470588235296,0.020098039215686283,0.24558823529411766,0.2465686274509804,0.17892156862745098,0.0014705882352941176,0.008823529411764706,0.19705882352941176,0.024509803921568627,0.040686274509803916,0.007352941176470587,0.004411764705882353,12,0
33,314,1395014400,31,Shih Chieh Huang,1,1405523202,Artist,Sculptures that’d be at home in the deep sea,833015,0.1738382099827883,0.02065404475043029,0.010327022375215149,0.055077452667814115,0.022375215146299483,0.19965576592082612,0.0981067125645439,0.010327022375215149,0.024096385542168683,0.16523235800344235,0.027538726333907058,0.0034423407917383822,0.1686746987951807,0.02065404475043029,9,0
63,731,1403481600,26,Heather Barnett,1,1405610986,Artist,What humans can learn from semi-intelligent slime,946949,0.11348684210526315,0.001644736842105263,0.0,0.023848684210526317,0.2532894736842105,0.058388157894736836,0.09375,0.012335526315789474,0.009868421052631578,0.3404605263157895,0.05016447368421053,0.009046052631578948,0.02960526315789473,0.004111842105263158,7,1
251,274,1395273600,44,Ze Frank,1,1405696133,"Humorist, web artist",Are you human?,4058219,0.2014240209855724,0.014989694584972832,0.0288551620760727,0.3395165823496346,0.026231965523702456,0.04927862094809818,0.12703766160764474,0.012179126850290423,0.025482480794453814,0.0704515645493723,0.010867528574105305,0.012741240397226909,0.06745362563237774,0.013490725126475549,3,1
191,648,1394755200,36,Shai Reshef,1,1407164933,Education entrepreneur,An ultra-low-cost college degree,4962607,0.11986970684039087,0.005863192182410422,0.058631921824104226,0.005211726384364821,0.15700325732899026,0.10358306188925083,0.34071661237785017,0.004560260586319218,0.009771986970684038,0.08403908794788274,0.014332247557003257,0.042996742671009766,0.0501628664495114,0.0032573289902280127,4,0
111,776,1395187200,25,Margaret Gould Stewart,1,1407251944,User experience master,"How giant websites design for you (and a billion others, too)",1576773,0.03661971830985916,0.00482897384305835,0.008048289738430584,0.01448692152917505,0.37142857142857133,0.01851106639839034,0.17826961770623742,0.03501006036217304,0.055533199195171024,0.10422535211267606,0.003219315895372233,0.0635814889336016,0.08048289738430582,0.02575452716297787,11,0
65,1174,1402272000,28,Hubertus Knabe,1,1407337355,Historian,The dark secrets of a surveillance state,1180236,0.004538577912254161,0.0030257186081694407,0.12254160363086232,0.007564296520423602,0.4099848714069592,0.007564296520423602,0.07261724659606658,0.02723146747352496,0.018154311649016642,0.1875945537065053,0.03177004538577912,0.07564296520423601,0.02723146747352496,0.004538577912254161,7,0
51,306,1395187200,31,Janet Iwasa,1,1407425669,Molecular animator,How animations can help scientists test a hypothesis,837568,0.05826558265582656,0.0013550135501355016,0.010840108401084009,0.024390243902439025,0.28319783197831977,0.14227642276422764,0.15040650406504066,0.0,0.0,0.22764227642276424,0.017615176151761516,0.032520325203252036,0.051490514905149054,0.0,8,0
161,778,1398470400,31,Megan Washington,1,1407509983,Musician,Why I live in mortal dread of public speaking,1669149,0.22082018927444794,0.0011471178663607685,0.2454832234012045,0.0694006309148265,0.037568110123315165,0.0065959277315744205,0.3332377401778033,0.0028677946659019216,0.002581015199311729,0.04559793518784055,0.012331517063378265,0.007169486664754803,0.01433897332950961,0.0008603383997705763,9,0
71,1023,1392163200,24,Talithia Williams,1,1407769811,Statistician,Own your body's data,1345444,0.016333938294010888,0.006049606775559589,0.01814882032667877,0.20931639443436176,0.2897761645493043,0.04174228675136117,0.11494252873563217,0.01572897761645493,0.014519056261343012,0.061101028433151836,0.0102843315184513,0.15547489413188142,0.03569267997580157,0.010889292196007259,4,0
992,1222,1407283200,26,Nick Hanauer,1,1407855404,"Venture capitalist, author","Beware, fellow plutocrats, the pitchforks are coming",1623637,0.01507421150278293,0.003246753246753247,0.1790352504638219,0.0018552875695732839,0.1901669758812616,0.04499072356215213,0.1665120593692022,0.0099721706864564,0.020871985157699443,0.07119666048237477,0.029684601113172542,0.2418831168831169,0.01507421150278293,0.01043599257884972,7,0
134,632,1394841600,25,Dan Pacholke,1,1407941262,Prison administrator and reformer,How prisons can help inmates live meaningful lives,812963,0.042424242424242434,0.0010101010101010099,0.09292929292929293,0.0040404040404040395,0.2303030303030303,0.0505050505050505,0.3151515151515151,0.0,0.0010101010101010099,0.08686868686868687,0.006060606060606061,0.12424242424242425,0.04141414141414142,0.0040404040404040395,8,0
146,1035,1379635200,24,Eric Liu,1,1408030920,Civics educator,Why ordinary people need to understand power,1798578,0.027886497064579255,0.01614481409001957,0.03131115459882583,0.007338551859099805,0.1477495107632094,0.06702544031311154,0.3165362035225049,0.04843444227005871,0.030821917808219176,0.06653620352250489,0.009784735812133072,0.17367906066536204,0.043052837573385516,0.0136986301369863,7,0
293,258,1404777600,40,Clint Smith,1,1408117565,"Poet, educator",The danger of silence,3804535,0.1924947014088019,0.005610273033287621,0.1689315546689939,0.0033661638199725718,0.02879940157087645,0.018576237376885674,0.3967086398204713,0.0038648547562648047,0.007231018576237377,0.04575489340481237,0.024560528612392468,0.07380625857125046,0.024311183144246355,0.005984291235506796,4,0
59,403,1394582400,29,Tim Berners-Lee,1,1408375118,Inventor,A Magna Carta for the web,1054600,0.010401188707280832,0.0475482912332838,0.03417533432392273,0.014858841010401188,0.2585438335809807,0.025260029717682018,0.19167904903417532,0.020802377414561663,0.04309063893016345,0.056463595839524525,0.008915304606240713,0.06537890044576522,0.1961367013372957,0.026745913818722142,6,1
34,339,1395014400,29,Aziza Chaouni,1,1408460208,Architect + ecotourism specialist,"How I brought a river, and my city, back to life",668555,0.09090909090909093,0.004622496147919877,0.1201848998459168,0.02927580893682588,0.14946070878274267,0.09090909090909093,0.2835130970724191,0.01386748844375963,0.006163328197226503,0.05084745762711865,0.006163328197226503,0.03235747303543913,0.11556240369799692,0.006163328197226503,11,0
70,324,1404777600,29,Jarrett J. Krosoczka,1,1408547276,Author/illustrator,Why lunch ladies are heroes,1260362,0.2884371029224905,0.006353240152477764,0.017153748411689963,0.13024142312579415,0.03621346886912325,0.03621346886912325,0.3202033036848793,0.003811944091486658,0.008259212198221092,0.05336721728081322,0.00698856416772554,0.049555273189326565,0.02795425667090216,0.015247776365946632,5,0
177,1169,1405468800,26,Laurel Braitman,1,1408631357,Science Historian + Writer,"Depressed dogs, cats with OCD — what animal madness means for us humans",1370965,0.1735159817351598,0.0060882800608828,0.015220700152206999,0.08016235413495687,0.23033992897006594,0.0106544901065449,0.19989852866565194,0.015220700152206999,0.009639776763064434,0.17453069507864027,0.004058853373921867,0.0502283105022831,0.0243531202435312,0.0060882800608828,13,0
33,272,1395014400,36,Ziyah Gafic?,1,1408718451,Photographer + storyteller,"Everyday objects, tragic histories",1000194,0.11049723756906077,0.009208103130755063,0.09576427255985268,0.016574585635359115,0.20810313075506445,0.020257826887661142,0.13443830570902393,0.02578268876611418,0.031307550644567216,0.10313075506445672,0.02578268876611418,0.03314917127071823,0.1731123388581952,0.01289134438305709,4,0
283,412,1394668800,32,Martin Rees,1,1408979290,Astrophysicist,Can we prevent the end of the world?,1219295,0.0223463687150838,0.017690875232774673,0.03910614525139665,0.012104283054003724,0.239292364990689,0.036312849162011177,0.13966480446927373,0.027001862197392926,0.0633147113594041,0.13221601489757914,0.00931098696461825,0.12383612662942273,0.12756052141527002,0.010242085661080074,8,1
45,604,1403481600,26,Rose Goslinga,1,1409064501,Microinsurer,"Crop insurance, an idea worth seeding",554809,0.059561128526645774,0.004702194357366771,0.03761755485893417,0.006269592476489028,0.2398119122257053,0.1677115987460815,0.2413793103448276,0.007836990595611285,0.02664576802507837,0.08463949843260188,0.02037617554858934,0.07053291536050156,0.02037617554858934,0.012539184952978056,6,0
208,838,1403827200,27,Meera Vijayann,1,1409152780,Citizen journalist,Find your voice against gender violence,884313,0.033274956217162865,0.002626970227670753,0.3782837127845885,0.006129597197898424,0.1243432574430823,0.00788091068301226,0.2548161120840631,0.004378283712784589,0.01138353765323993,0.008756567425569177,0.039404553415061286,0.07443082311733801,0.04991243432574431,0.004378283712784589,6,0
100,276,1404777600,30,Sally Kohn,1,1409239618,Political pundit,Don't like clickbait? Don't click,1198332,0.023764853033145718,0.0012507817385866164,0.06316447779862414,0.08943089430894309,0.19824890556597874,0.058161350844277676,0.16948092557848654,0.00375234521575985,0.01563477173233271,0.02876797998749218,0.002501563477173233,0.2501563477173233,0.08755472170106318,0.008130081300813009,5,1
184,373,1404864000,30,Jill Shargaa,1,1409324272,Comedian + Designer,"Please, please, people. Let's put the 'awe' back in 'awesome'",1492005,0.021022727272727276,0.00909090909090909,0.010227272727272729,0.4630681818181818,0.07670454545454546,0.04943181818181818,0.045454545454545456,0.021022727272727276,0.03806818181818182,0.02386363636363636,0.003409090909090909,0.09090909090909093,0.08295454545454546,0.06477272727272727,10,1
503,1037,1394668800,31,Jim Holt,1,1409670137,Writer and philosopher,Why does the universe exist?,2890269,0.032793867120954,0.057921635434412276,0.02214650766609881,0.13245315161839866,0.0988074957410562,0.05238500851788756,0.08858603066439523,0.046422487223168656,0.12819420783645655,0.18654173764906304,0.017887563884156733,0.032793867120954,0.07240204429301532,0.030664395229982964,5,2
163,496,1395273600,36,Isabel Allende,1,1409756073,Novelist,How to live passionately—no matter your age,3247638,0.18274777136864184,0.003146303093864709,0.10513896171997902,0.16754063974829575,0.02071316203460933,0.034347142108023074,0.3025694808599895,0.0055060304142632395,0.019402202412165705,0.0773466177241741,0.003670686942842161,0.028316727844782383,0.045883586785527015,0.003670686942842161,7,0
92,262,1394928000,37,Shubhendu Sharma,1,1409844146,Eco-entrepreneur,"An engineer's vision for tiny forests, everywhere",1111146,0.045608927704997575,0.005822416302765648,0.01601164483260553,0.001455604075691412,0.1615720524017467,0.18680252304706452,0.3352741387675885,0.002911208151382824,0.0033964095099466283,0.11887433284813198,0.04269771955361475,0.062105773896166915,0.01601164483260553,0.001455604075691412,7,1
56,1045,1351209600,23,Colin Grant,1,1409929897,"Author, historian",How our stories cross over,877106,0.17918088737201365,0.044368600682593864,0.27303754266211605,0.059726962457337884,0.05290102389078498,0.013651877133105802,0.12798634812286688,0.054607508532423216,0.01877133105802048,0.08020477815699659,0.010238907849829351,0.010238907849829351,0.06825938566552901,0.006825938566552901,5,0
417,550,1394582400,40,Zak Ebrahim,1,1410268274,Peace activist,I am the son of a terrorist. Here's how I chose peace.,4619628,0.17145726120246016,0.004518639387473327,0.2854273879753985,0.0025103552152629595,0.031504957951550144,0.002133801932973516,0.3476841973139199,0.0017572486506840716,0.0055227814735785115,0.05723609890799548,0.020961466047445712,0.05196435295594327,0.013681435923183131,0.003640015062131292,12,1
38,377,1404864000,30,Dan Barasch,1,1410360940,Strategist,A park underneath the hustle and bustle of New York City,862238,0.15130830489192265,0.0022753128555176336,0.048919226393629126,0.01478953356086462,0.05915813424345848,0.19340159271899887,0.2036405005688282,0.0022753128555176336,0.01820250284414107,0.15244596131968147,0.017064846416382253,0.04209328782707622,0.08873720136518773,0.005688282138794084,11,0
177,1145,1403481600,32,Hans and Ola Rosling,2,1410449403,Global health expert; data visionary,How not to be ignorant about the world,3673455,0.01935639970965401,0.005081054923784177,0.010404064843939027,0.16840067747398985,0.3009920154851198,0.05927897411081539,0.1328332930075006,0.005081054923784177,0.017178804742317928,0.11323493830147592,0.013791434793128478,0.0921848536172272,0.05589160416162594,0.006290829905637552,8,1
52,243,1395273600,31,Uldus Bakhtiozina,1,1410533943,photographer + visual artist,Wry photos that turn stereotypes upside down,1464877,0.19984744469870327,0.01983218916857361,0.09077040427154844,0.2364607170099161,0.03737604881769641,0.04881769641495042,0.13806254767353165,0.013729977116704805,0.05644546147978643,0.04576659038901602,0.0022883295194508014,0.01601830663615561,0.07627765064836002,0.01830663615560641,7,0
91,1093,1407369600,21,Rishi Manchanda,1,1410793203,Physician,What makes us get sick? Look upstream,1399303,0.01357733175914994,0.0005903187721369539,0.048996458087367176,0.002361275088547816,0.33234946871310506,0.0436835891381346,0.2532467532467532,0.01357733175914994,0.004132231404958678,0.09622195985832348,0.007083825265643448,0.15879574970484062,0.02479338842975207,0.0005903187721369539,7,0
62,1059,1395187200,21,Andrew Connolly,1,1410880087,Astronomer,What's the next window into our universe?,1223720,0.08660508083140878,0.010392609699769052,0.008083140877598153,0.0046189376443418004,0.3175519630484989,0.02424942263279446,0.16859122401847576,0.02540415704387991,0.009237875288683604,0.22979214780600465,0.03926096997690531,0.02771362586605081,0.04618937644341802,0.002309468822170901,7,1
114,1019,1402704000,31,Mac Barnett,1,1410966003,Children's book author,Why a good book is a secret door,1623955,0.16234733392910336,0.0017873100983020554,0.010128090557044979,0.34405719392314565,0.01876675603217158,0.09442955019362526,0.257372654155496,0.0053619302949061655,0.0008936550491510277,0.06881143878462913,0.0035746201966041107,0.015490020851951147,0.014596365802800118,0.002383080131069407,8,1
87,544,1394668800,27,Avi Reichental,1,1411053523,3D printer,What's next in 3D printing,2526255,0.1479878840328862,0.00908697533535266,0.02812635222847252,0.007788836001730853,0.18303764604067504,0.10212029424491563,0.20726958026828213,0.01038511466897447,0.01254868022501082,0.13846819558632625,0.020337516226741667,0.05452185201211597,0.06707053223712678,0.01125054089138901,5,0
44,1295,1289174400,14,Antonio Donato Nobre,1,1411139094,Scientist,The magic of the Amazon: A river that flows invisibly all around us,984973,0.08431952662721894,0.01183431952662722,0.02071005917159764,0.0014792899408284025,0.2411242603550296,0.017751479289940832,0.16863905325443787,0.03402366863905325,0.008875739644970414,0.2411242603550296,0.048816568047337285,0.09763313609467457,0.019230769230769232,0.004437869822485207,13,0
176,993,1410912000,23,Lord Nicholas Stern,1,1411397743,Climate economist,The state of the climate — and what we might do about it,773801,0.05862068965517241,0.0011494252873563216,0.03103448275862069,0.005747126436781609,0.26436781609195403,0.019540229885057468,0.2298850574712644,0.056321839080459776,0.009195402298850576,0.03333333333333333,0.01264367816091954,0.235632183908046,0.039080459770114935,0.003448275862068965,13,2
65,951,1403481600,23,Kenneth Cukier,1,1411486918,Data Editor of The Economist,Big data is better data,1305783,0.013925729442970823,0.007957559681697613,0.008620689655172414,0.005305039787798408,0.4111405835543767,0.025198938992042442,0.1346153846153846,0.038461538461538464,0.022546419098143238,0.15517241379310345,0.014588859416445625,0.08355437665782492,0.0590185676392573,0.01989389920424403,5,1
172,252,1394755200,40,Eman Mohammed,1,1411571402,Photojournalist,The courage to tell a hidden story,1292110,0.1265984654731458,0.01278772378516624,0.3729752770673487,0.0068201193520886615,0.10954816709292413,0.0034100596760443308,0.2195225916453538,0.002983802216538789,0.021739130434782608,0.03410059676044331,0.01832907075873828,0.020460358056265983,0.04603580562659847,0.004688832054560954,7,0
263,333,1404777600,39,Matthew O'Reilly,1,1411659031,Emergency medical technician,“Am I dying?” The honest answer.,1940683,0.2370311252992817,0.002394253790901836,0.12104283054003726,0.0026602819898909284,0.10454908220271347,0.005852620377760042,0.3048683160415004,0.004522479382814578,0.012503325352487365,0.0963022080340516,0.02261239691407289,0.030859271082734768,0.035647778664538436,0.019154030327214685,6,1
107,346,1395187200,29,Moshe Safdie,1,1411742853,Architect,How to reinvent the apartment building,1600522,0.09622744669218153,0.0010934937124111538,0.00984144341170038,0.015855658829961726,0.2345544013121925,0.13504647348277748,0.16402405686167304,0.00492072170585019,0.017495899398578457,0.1979223619464188,0.014762165117550574,0.04592673592126845,0.058501913613996724,0.0038272279934390375,6,0
61,501,1376438400,23,Francis de los Reyes,1,1412003448,"Environmental engineer, sanitation activist",Sanitation is a basic human right,742106,0.036684782608695655,0.001358695652173913,0.02717391304347826,0.051630434782608696,0.35869565217391297,0.052989130434782615,0.14402173913043478,0.001358695652173913,0.001358695652173913,0.06793478260869565,0.029891304347826088,0.20244565217391305,0.01358695652173913,0.010869565217391304,6,1
91,837,1384560000,24,Susan Colantuono,1,1412090046,Leadership expert,The career advice you probably didn’t get,3404977,0.054748603351955305,0.0223463687150838,0.024581005586592174,0.0059590316573556795,0.3344506517690875,0.02160148975791434,0.20297951582867785,0.03836126629422719,0.06629422718808194,0.04320297951582868,0.00633147113594041,0.11322160148975792,0.05586592178770949,0.01005586592178771,7,1
112,1028,1410307200,26,Gail Reed,1,1412176707,Cuban health care expert,Where to train the world's doctors? Cuba.,772907,0.06487488415199258,0.014828544949026875,0.06672845227062095,0.005560704355885079,0.20389249304911955,0.024096385542168683,0.26876737720111216,0.0046339202965708995,0.060240963855421686,0.12048192771084335,0.037998146431881374,0.08989805375347544,0.02873030583873957,0.009267840593141796,7,0
271,1060,1394755200,28,Nancy Kanwisher,1,1412211660,Brain researcher,A neural portrait of the human mind,1082869,0.08806636885768986,0.0006381620931716656,0.010848755583918316,0.006381620931716656,0.3267389917038928,0.05296745373324825,0.08487555839183153,0.007657945118059987,0.01021059349074665,0.3114231014677728,0.031269942565411615,0.0427568602425016,0.02425015954052329,0.0019144862795149968,7,0
35,570,1403568000,32,Daria van den Bercken,1,1412348486,Pianist,Why I take the piano on the road ... and in the air,903111,0.4689034369885434,0.0,0.033551554828150566,0.014729950900163666,0.01718494271685761,0.031914893617021274,0.1988543371522095,0.0008183306055646483,0.0016366612111292965,0.12520458265139114,0.044189852700491,0.019639934533551555,0.03682487725040917,0.006546644844517185,13,0
120,1260,1403481600,24,Thomas Piketty,1,1412605599,Economist,New thoughts on capital in the twenty-first century,1349623,0.013541666666666669,0.06458333333333334,0.021875,0.007291666666666667,0.36354166666666665,0.028125,0.05833333333333333,0.035416666666666666,0.02291666666666666,0.17604166666666668,0.01875,0.11354166666666668,0.05520833333333333,0.02083333333333333,8,0
206,722,1410912000,32,Meaghan Ramsey,1,1412700366,Self-esteem advocate,Why thinking you're ugly is bad for you,3590381,0.20943134535367544,0.004623208506703652,0.09200184928340267,0.004160887656033287,0.11534905224225613,0.008552935737401757,0.35043920480813684,0.011095700416088766,0.015256588072122053,0.04438280166435506,0.013407304669440592,0.09246417013407304,0.03213129912159038,0.006703652334720296,8,1
129,804,1412640000,29,Pia Mancini,1,1412784329,Democracy activist,How to upgrade democracy for the Internet era,1213718,0.03218173213440606,0.005679129200189304,0.15002366303833412,0.007098911500236629,0.1239943208707998,0.07808802650260294,0.3402744912446758,0.007572172266919072,0.01845716990061524,0.08140085186938002,0.011358258400378608,0.11831519167061053,0.02082347373402745,0.00473260766682442,8,0
105,1019,1412640000,25,Dilip Ratha,1,1412867017,Remittances expert,The hidden force in global economics: sending money home,1281466,0.04042553191489362,0.007801418439716313,0.08297872340425531,0.006382978723404255,0.2978723404255319,0.011347517730496456,0.3276595744680851,0.004964539007092199,0.00425531914893617,0.11134751773049643,0.020567375886524818,0.06808510638297872,0.014184397163120569,0.002127659574468085,9,0
400,1237,1412208000,31,Glenn Greenwald,1,1412946663,Journalist,Why privacy matters,1942778,0.020148847340715197,0.006716282446905065,0.1953167544018878,0.006534761299691414,0.25848611363223817,0.014158649482664732,0.1397712833545108,0.008894536213468869,0.011254311127246324,0.07170085314939191,0.013614086041023779,0.2121982210927573,0.03594118714830278,0.005264113269195862,3,0
203,701,1410998400,30,Jeff Iliff,1,1413212791,Neuroscientist,One more reason to get a good night's sleep,3705589,0.041508185877294525,0.0036381676864560937,0.005291880271208864,0.004795766495783033,0.4297999007772449,0.0618488506697536,0.05010749131800893,0.003968910203406647,0.001322970067802216,0.2688936662808004,0.02430957499586572,0.07127501240284438,0.03208202414420374,0.0011575988093269392,9,1
47,701,1410307200,32,Myriam Sidibe,1,1413299481,Public-health expert,The simple power of hand-washing,1015320,0.04732142857142857,0.008928571428571428,0.05357142857142857,0.01875,0.25892857142857145,0.02232142857142857,0.21517857142857144,0.026785714285714284,0.009821428571428571,0.04642857142857143,0.010714285714285714,0.16339285714285715,0.1125,0.005357142857142857,5,1
80,677,1412812800,28,Jorge Soto,1,1413385776,Cancer technologist,The future of early cancer detection?,1213251,0.02,0.0019672131147540984,0.02262295081967213,0.005901639344262295,0.17114754098360654,0.20524590163934425,0.2786885245901639,0.00032786885245901634,0.0019672131147540984,0.15508196721311476,0.09245901639344263,0.028196721311475412,0.015737704918032787,0.0006557377049180327,6,0
71,968,1412726400,29,Melissa Fleming,1,1413470444,Voice for refugees,"Let's help refugees thrive, not just survive",1119970,0.07153179190751445,0.00361271676300578,0.1510115606936416,0.004335260115606936,0.16690751445086704,0.004335260115606936,0.32803468208092484,0.01300578034682081,0.01083815028901734,0.078757225433526,0.00939306358381503,0.1213872832369942,0.028179190751445087,0.008670520231213872,7,0
50,758,1410739200,27,Kitra Cahana,1,1413558032,Vagabond photojournalist + conceptual artist,"My father, locked in his body but soaring free",1112534,0.2726537216828479,0.0048543689320388345,0.18284789644012944,0.0032362459546925572,0.02993527508090615,0.0048543689320388345,0.3511326860841424,0.012944983818770229,0.009708737864077669,0.07119741100323625,0.016181229773462782,0.009708737864077669,0.022653721682847898,0.008090614886731391,9,0
62,743,1411603200,25,Susan Etlinger,1,1413816332,Data analyst,What do we do with all this big data? ,1209472,0.07540394973070018,0.03680430879712747,0.03052064631956912,0.025134649910233398,0.26032315978456017,0.03052064631956912,0.1319569120287253,0.0296229802513465,0.03321364452423698,0.11579892280071813,0.00987432675044883,0.11759425493716336,0.08976660682226212,0.013464991023339316,10,2
49,806,1413936000,24,Fred Swaniker,1,1413903516,Educational entrepreneur,"The leaders who ruined Africa, and the generation who can fix it",1239635,0.05229936880072137,0.002705139765554554,0.11000901713255183,0.008115419296663661,0.16952209197475204,0.025247971145175838,0.369702434625789,0.008115419296663661,0.02164111812443643,0.07664562669071236,0.012623985572587915,0.08836789900811542,0.04598737601442741,0.009017132551848512,12,0
116,455,1404777600,33,Joy Sun,1,1413991481,Veteran aid worker,Should you donate differently?,1218131,0.042318307267709285,0.0045998160073597045,0.031278748850046,0.01471941122355106,0.2732290708371665,0.06163753449862005,0.2171113155473781,0.006439742410303588,0.03955841766329347,0.0671573137074517,0.0045998160073597045,0.1545538178472861,0.07635694572217111,0.006439742410303588,4,1
32,647,1413158400,29,Fabien Cousteau,1,1414077779,Ocean explorer and environmentalist,What I learned from spending 31 days underwater,1215053,0.21663619744058504,0.0027422303473491768,0.033820840950639856,0.010054844606946984,0.1416819012797075,0.02010968921389397,0.16727605118829986,0.010968921389396707,0.02010968921389397,0.2303473491773309,0.026508226691042046,0.025594149908592326,0.0886654478976234,0.0054844606946983536,8,0
46,792,1410480000,32,Marc Abrahams,1,1414163285,Science humorist,"A science award that makes you laugh, then think",1435886,0.02507522567703109,0.005015045135406218,0.011534603811434304,0.4684052156469408,0.11735205616850553,0.09979939819458376,0.07071213640922769,0.009528585757271816,0.01103309929789368,0.1123370110330993,0.013540621865596791,0.012537612838515549,0.037612838515546636,0.005516549648946841,9,0
110,926,1412899200,26,Kimberley Motley,1,1414423198,International litigator,How I defend the rule of law,975953,0.04037685060565276,0.0031404217137729925,0.29475100942126514,0.00269179004037685,0.1354867653656348,0.005832211754149843,0.29071332436069985,0.008524001794526694,0.008075370121130552,0.06864064602960969,0.06280843427545985,0.05787348586810229,0.01256168685509197,0.008524001794526694,7,0
38,383,1406160000,28,Sergei Lupashin,1,1414510183,Aerial robotics researcher,A flying camera ... on a leash,1222713,0.04838709677419355,0.016129032258064516,0.007168458781362006,0.04838709677419355,0.2168458781362007,0.13440860215053765,0.07347670250896057,0.016129032258064516,0.04659498207885305,0.14157706093189965,0.008960573476702509,0.034050179211469536,0.2043010752688172,0.003584229390681004,7,0
56,210,1394496000,42,Frans Lanting,1,1414595300,Nature photographer,Photos that give voice to the animal kingdom,1439341,0.4355555555555555,0.005925925925925926,0.008888888888888889,0.00962962962962963,0.04,0.011111111111111113,0.22444444444444445,0.004444444444444445,0.022222222222222227,0.1385185185185185,0.015555555555555557,0.0362962962962963,0.04074074074074074,0.006666666666666667,8,0
47,969,1410307200,27,Debra Jarvis,1,1414680657,Chaplain + author,"Yes, I survived cancer. But that doesn't define me",970703,0.17437722419928825,0.007117437722419929,0.1583629893238434,0.03558718861209965,0.05871886120996441,0.017793594306049824,0.2900355871886121,0.0400355871886121,0.00800711743772242,0.039145907473309614,0.0035587188612099642,0.10053380782918148,0.05871886120996441,0.00800711743772242,9,0
40,908,1403481600,23,Jeremy Heimans,1,1414768529,Activist,What new power looks like,1358570,0.02689075630252101,0.028571428571428567,0.019327731092436976,0.017647058823529408,0.2302521008403361,0.050420168067226885,0.173109243697479,0.029411764705882356,0.050420168067226885,0.1226890756302521,0.010924369747899159,0.10084033613445377,0.1226890756302521,0.01680672268907563,5,1
71,915,1412640000,26,Alessandra Orofino,1,1415031698,Political mobilization activist,It’s our city. Let’s fix it,735649,0.06955736224028906,0.009033423667570008,0.07497741644083107,0.010840108401084009,0.23396567299006324,0.013550135501355014,0.2935862691960253,0.00993676603432701,0.01987353206865402,0.1020776874435411,0.002710027100271003,0.1093044263775971,0.04607046070460705,0.004516711833785004,6,0
28,852,1414368000,23,Ameenah Gurib-Fakim,1,1415116987,President of Mauritius,Humble plants that hide surprising secrets,952385,0.04590570719602978,0.009925558312655087,0.009925558312655087,0.011166253101736972,0.33126550868486354,0.018610421836228287,0.1401985111662531,0.04094292803970223,0.017369727047146403,0.1588089330024814,0.007444168734491316,0.12531017369727046,0.07320099255583126,0.009925558312655087,6,0
74,586,1410739200,33,Kare Anderson,1,1415204448,Writer,Be an opportunity maker,2230481,0.08271028037383177,0.013084112149532713,0.05373831775700935,0.022897196261682243,0.12757009345794393,0.024766355140186914,0.3658878504672897,0.014485981308411215,0.02149532710280374,0.07102803738317758,0.003738317757009346,0.09345794392523364,0.10186915887850467,0.0032710280373831773,4,2
